PLAYER NAME|CLUB|LEAGUE|POS|OVR|PAC|SHO|PAS|DRI|DEF|PHY
Jack Cork|Burnley|Premier League|CDM|76|77|63|69|70|71|74
Ryan Bertrand|Leicester City|Premier League|LB|76|64|55|65|71|73|80
Zeca|F.C. København|3F Superliga|CDM|76|76|70|73|77|55|66
Theo Walcott|Southampton|Premier League|RM|76|75|62|68|71|71|86
Alessandro Diamanti|Western United|A-League|CAM|76|88|72|65|74|32|69
Cesc Fàbregas|AS Monaco|Ligue 1 Uber Eats|CM|76|87|72|64|74|34|72
Dante|OGC Nice|Ligue 1 Uber Eats|CB|76|86|65|74|73|68|69
Ryan Babel|Galatasaray|Süper Lig|LM|76|50|77|60|65|33|73
Rubens Sambueza|Toluca|LIGA BBVA MX|RM|76|55|76|64|69|39|75
Gaël Clichy|Servette FC|Credit Suisse Super League|LB|76|63|77|70|74|49|65
Steven Davis|Rangers|cinch Premiership|CM|76|68|77|63|72|41|79
Javier Pinola|River Plate|CONMEBOL Libertadores|CB|76|76|60|73|76|68|66
José Sosa|Fenerbahçe|Süper Lig|CM|76|76|60|73|76|68|66
Atiba Hutchinson|Beşiktaş|Süper Lig|CDM|76|84|61|73|76|70|73
Jens Toornstra|Feyenoord|Eredivisie|CM|76|76|60|70|74|70|75
Gustavo Bou|New England|Major League Soccer|ST|76|79|74|75|76|67|73
Ivan Toney|Brentford|Premier League|ST|76|73|74|78|74|72|76
Cristiano Biraghi|Fiorentina|Serie A TIM|LWB|76|78|74|60|74|39|73
Thomas Delaine|FC Metz|Ligue 1 Uber Eats|LWB|76|81|75|63|69|36|80
Luis Quiñones|Tigres|LIGA BBVA MX|RM|76|70|50|60|65|75|82
Nicolas López|Tigres|LIGA BBVA MX|RM|76|88|74|72|77|43|67
Luke Ayling|Leeds United|Premier League|RB|76|91|77|76|78|66|60
Andrea Conti|Milan|Serie A TIM|RB|76|79|63|73|71|67|77
Alexis Saelemaekers|Milan|Serie A TIM|RW|76|90|76|63|79|31|64
Toni Martínez|FC Porto|Liga Portugal|ST|76|77|76|71|74|32|76
Bruno Costa|FC Porto|Liga Portugal|CM|76|79|64|69|81|45|47
Federico Dimarco|Inter|Serie A TIM|LWB|76|78|69|69|78|31|61
Diogo Gonçalves|SL Benfica|Liga Portugal|RM|76|83|71|71|76|43|68
Soualiho Meïté|SL Benfica|Liga Portugal|CM|76|84|76|65|78|51|81
Darwin Núñez|SL Benfica|Liga Portugal|ST|76|63|74|59|70|30|80
Emir Sahiti|Hajduk Split|Liga Hrvatska|RW|75|84|52|67|69|70|71
Riquelme|CD Mirandés|LaLiga SmartBank|CAM|75|85|71|62|78|27|65
Issam Jebali|Odense BK|3F Superliga|ST|75|78|35|66|60|75|75
Mateusz Wdowiak|Raków|PKO Bank Polski Ekstraklasa|RF|75|79|73|64|72|34|81
Rasmus Alm|IF Elfsborg|Allsvenskan|RW|75|76|70|67|84|31|49
Giacomo Vrioni|WSG Tirol|Österreichische Fußball-Bundesliga|ST|75|74|55|70|73|71|69
Malo Gusto|OL|Ligue 1 Uber Eats|RB|75|82|68|71|80|34|55
Stefan Lex|1860 München|3. Liga|LM|75|85|55|73|79|68|69
Ola Solbakken|FK Bodø/Glimt|Eliteserien|LW|75|70|76|57|69|38|79
Omar Beckles|Leyton Orient|EFL League Two|CB|75|72|33|56|55|75|83
Leonardo Campana|Inter Miami CF|Major League Soccer|ST|75|74|65|71|79|72|72
Alexander Jeremejeff|BK Häcken|Allsvenskan|ST|75|80|66|75|80|64|52
Marcos Ureña|Central Coast|A-League|ST|75|76|78|59|72|38|73
Tom Davies|Everton|Premier League|CM|75|79|55|68|75|70|68
Víctor Guzmán|Pachuca|LIGA BBVA MX|CM|75|83|44|64|75|75|79
Danny Rose|Watford|Premier League|LB|75|83|54|67|71|71|83
Romain Faivre|OL|Ligue 1 Uber Eats|RM|75|72|72|75|77|62|71
Dan Burn|Newcastle Utd|Premier League|CB|75|81|55|68|72|71|71
Ferro|Hajduk Split|Liga Hrvatska|CB|75|66|64|72|70|71|69
Myrto Uzuni|Granada CF|LaLiga Santander|LW|75|66|70|72|74|73|74
Mohamed Ihattaren|Ajax|Eredivisie|CAM|75|77|55|68|69|75|77
Manu Vallejo|D. Alavés|LaLiga Santander|ST|75|75|70|71|75|72|79
José Juan Macías|Guadalajara|LIGA BBVA MX|ST|75|73|68|75|81|40|64
Christian Luyindama|Al Taawoun|MBS Pro League|CB|75|68|32|53|55|78|74
Michel Aebischer|Bologna|Serie A TIM|CM|75|84|74|72|75|46|62
Luis Abram|Cruz Azul|LIGA BBVA MX|CB|75|89|60|69|75|69|69
Trezeguet|Başakşehir|Süper Lig|RM|75|53|36|58|60|77|77
Todd Cantwell|AFC Bournemouth|EFL Championship|LM|75|87|71|61|80|52|68
Vedat Muriqi|RCD Mallorca|LaLiga Santander|ST|75|50|32|53|56|77|76
Dion Charles|Bolton|EFL League One|ST|75|61|25|46|45|76|74
Salih Uçan|Başakşehir|Süper Lig|CM|75|68|36|62|64|76|77
Erick Pulgar|Galatasaray|Süper Lig|CDM|75|70|33|62|66|76|77
Jordi Quintillà|FC St. Gallen|Credit Suisse Super League|CM|75|63|57|67|71|73|72
Luciano Vietto|Al Shabab|MBS Pro League|CAM|75|62|70|75|74|66|66
Calum Chambers|Aston Villa|Premier League|RB|75|80|57|65|73|70|68
Valerio Verre|Empoli|Serie A TIM|CAM|75|71|70|76|77|55|70
André André|Al Ittihad|MBS Pro League|CM|75|82|73|71|75|71|79
Simone Verdi|Salernitana|Serie A TIM|CF|75|61|64|74|76|63|52
Allan-Roméo Nyom|CD Leganés|LaLiga SmartBank|RM|75|74|72|73|78|63|63
Odion Ighalo|Al Hilal|MBS Pro League|ST|75|75|35|47|52|76|74
Diego Perotti|Salernitana|Serie A TIM|LM|75|75|40|62|65|73|75
Federico Fazio|Salernitana|Serie A TIM|CB|75|66|35|63|69|74|65
Jan Kuchta|Lokomotiv Moscow|League of Russia|ST|75|74|76|68|76|43|63
Giangiacomo Magnani|Sampdoria|Serie A TIM|CB|75|76|60|75|72|70|77
Óscar|Getafe CF|LaLiga Santander|CAM|75|77|51|68|71|69|74
Ainsley Maitland-Niles|Roma FC|Serie A TIM|CDM|75|62|46|67|67|71|70
Walter Bou|Boca Juniors|CONMEBOL Libertadores|ST|75|81|74|73|76|40|60
Leonel Vangioni|Newell's|CONMEBOL Sudamericana|LB|75|81|73|66|79|36|62
Ibrahim Amadou|FC Metz|Ligue 1 Uber Eats|CDM|75|65|45|67|69|76|74
Rodolfo Pizarro|CF Monterrey|LIGA BBVA MX|CAM|75|72|36|52|58|76|78
Sead Kolašinac|OM|Ligue 1 Uber Eats|LB|75|81|42|64|75|70|71
Fidel Martínez|Querétaro|LIGA BBVA MX|ST|75|70|76|77|74|56|62
Lago Júnior|SD Huesca|LaLiga SmartBank|LM|75|86|71|66|73|28|84
Fernando Navarro|Pachuca|LIGA BBVA MX|RB|75|73|74|59|74|25|62
Gonzalo Bergessio|Platense|Liga Profesional de Fútbol|ST|75|87|58|66|72|74|81
Mauro Boselli|Estudiantes|Liga Profesional de Fútbol|ST|75|63|74|74|77|49|55
Lisandro López|Sarmiento|Liga Profesional de Fútbol|ST|75|79|67|71|80|46|61
Nicklas Helenius|Silkeborg IF|3F Superliga|ST|75|83|69|67|79|54|65
Carlos Rodríguez|Cruz Azul|LIGA BBVA MX|CM|75|72|26|51|63|74|78
Carlos Rodríguez|Cruz Azul|LIGA BBVA MX|CM|75|77|55|69|70|71|65
Ben Garuccio|Western United|A-League|LB|75|91|72|67|73|50|79
Jason Davidson|Melb. Victory|A-League|LB|75|83|57|68|71|71|75
Sean McConville|Accrington|EFL League One|LW|75|75|66|70|75|71|77
Cameron Brannagan|Oxford United|EFL League One|CDM|75|81|66|68|82|39|56
Dani Escriche|SD Huesca|LaLiga SmartBank|ST|75|65|60|67|76|73|67
Ross Stewart|Sunderland|EFL League One|ST|75|76|37|49|53|74|85
Rasmus Nicolaisen|Toulouse FC|Ligue 2 BKT|CB|75|76|72|68|76|61|69
Nikola Dovedan|1. FC Nürnberg|Bundesliga 2|CAM|75|77|76|71|74|32|76
Hattan Bahebri|Al Shabab|MBS Pro League|LM|75|66|45|67|72|76|73
Scott Twine|MK Dons|EFL League One|LW|75|83|75|65|73|42|73
Tatsuki Seko|Yokohama FC|Meiji Yasuda J1 League|CM|75|71|75|58|71|42|72
Abdoul Fessal Tapsoba|Standard Liège|1A Pro League|LW|75|72|65|75|75|65|75
Mergim Berisha|Fenerbahçe|Süper Lig|ST|75|59|55|67|68|71|86
Amine Harit|OM|Ligue 1 Uber Eats|LM|75|78|33|60|68|76|75
Yann Karamoh|Karagümrük SK|Süper Lig|RM|75|64|63|75|77|69|68
Garry Rodrigues|Olympiacos CFP|Hellas Liga|LM|75|69|73|53|71|32|77
Brian White|Whitecaps FC|Major League Soccer|ST|75|63|58|75|76|68|70
Stefano Okaka|Başakşehir|Süper Lig|ST|75|90|71|63|77|31|74
Yukhym Konoplia|Shakhtar Donetsk|Ukrayina Liha|RB|75|63|56|75|77|75|66
Myrto Uzuni|Ferencvárosi TC|Magyar Liga|LW|75|79|48|68|75|70|71
Mingueza|FC Barcelona|LaLiga Santander|CB|75|66|61|67|65|76|76
Jan Kuchta|Slavia Praha|Česká Liga|ST|75|67|64|68|72|72|78
Jamal Musiala|FC Bayern München|Bundesliga|CAM|75|82|70|69|74|37|71
Adrien Truffert|Stade Rennais FC|Ligue 1 Uber Eats|LB|75|88|74|65|76|28|68
Pedrinho|Shakhtar Donetsk|Ukrayina Liha|RM|75|63|55|66|69|70|76
Oscar Dorley|Slavia Praha|Česká Liga|LB|75|92|71|65|80|34|54
Mostafa Mohamed|Galatasaray|Süper Lig|ST|75|83|74|67|79|45|75
Attila Szalai|Fenerbahçe|Süper Lig|CB|75|89|64|69|81|52|64
Hicham Boudaoui|OGC Nice|Ligue 1 Uber Eats|CM|75|76|59|68|68|70|80
Daniel Bragança|Sporting CP|Liga Portugal|CM|75|77|68|72|78|73|76
Marcos André|Valencia CF|LaLiga Santander|ST|75|68|32|63|69|76|77
Domagoj Bradarić|LOSC Lille|Ligue 1 Uber Eats|LB|75|68|78|55|71|29|76
Jurriën Timber|Ajax|Eredivisie|CB|75|68|76|73|75|62|72
Joško Gvardiol|RB Leipzig|Bundesliga|CB|75|65|48|61|59|75|78
Charles De Ketelaere|Club Brugge|1A Pro League|LW|75|79|64|69|81|45|47
Iago|FC Augsburg|Bundesliga|LB|75|82|72|68|79|35|54
Moncayola|CA Osasuna|LaLiga Santander|CDM|75|78|69|69|78|31|61
Unai Vencedor|Athletic Club|LaLiga Santander|CM|75|76|75|66|72|19|70
Dávid Hancko|Sparta Praha|Česká Liga|CB|75|83|75|57|71|30|73
Alex Král|West Ham|Premier League|CDM|75|77|54|72|74|69|67
Mohamed Ihattaren|Sampdoria|Serie A TIM|CAM|75|84|55|65|75|67|76
Amos Pieper|Arminia Bielefeld|Bundesliga|CB|75|80|72|73|76|43|65
Julián Álvarez|River Plate|CONMEBOL Libertadores|RW|75|68|65|71|76|71|73
Adrià Pedrosa|RCD Espanyol|LaLiga Santander|LB|75|75|63|73|78|64|76
Vítor Tormena|SC Braga|Liga Portugal|CB|75|88|70|66|76|37|67
Silas|VfB Stuttgart|Bundesliga|RM|75|82|70|71|76|38|68
Marash Kumbulla|Roma FC|Serie A TIM|CB|75|70|52|65|73|71|78
Nehuén Pérez|Udinese|Serie A TIM|CB|75|60|44|62|65|75|76
Mohamed Simakan|RB Leipzig|Bundesliga|CB|75|82|71|71|77|64|69
William Saliba|OM|Ligue 1 Uber Eats|CB|75|67|72|74|75|68|70
Mahdi Camara|AS Saint-Étienne|Ligue 1 Uber Eats|CDM|75|51|57|60|64|73|85
Yacine Adli|Bordeaux|Ligue 1 Uber Eats|CM|75|66|68|74|73|72|72
Brandon Williams|Norwich|Premier League|RB|75|55|53|66|59|74|87
Orkun Kökçü|Feyenoord|Eredivisie|CM|75|76|67|74|81|41|63
Enock Mwepu|Brighton|Premier League|CM|75|66|46|57|64|76|79
Imran Louza|Watford|Premier League|CM|75|85|67|70|80|31|71
Cheick Doucouré|RC Lens|Ligue 1 Uber Eats|CM|75|53|32|51|49|75|80
Romain Faivre|Stade Brestois 29|Ligue 1 Uber Eats|RM|75|68|59|63|66|74|71
Giangiacomo Magnani|Hellas Verona|Serie A TIM|CB|75|76|70|72|80|54|68
Jorman Campuzano|Boca Juniors|CONMEBOL Libertadores|CDM|75|69|46|53|65|75|80
Martín|D. Alavés|LaLiga Santander|RB|75|78|75|54|71|26|76
Manuel Vallejo Galván|Valencia CF|LaLiga Santander|ST|75|71|67|70|75|70|79
Borna Barišić|Rangers|cinch Premiership|LB|75|71|74|59|70|26|80
Álex Centelles|UD Almería|LaLiga SmartBank|LB|75|79|73|69|81|36|63
Oliver Skipp|Spurs|Premier League|CDM|75|75|73|62|70|39|84
Tomás Chancalay|Racing Club|CONMEBOL Libertadores|LM|75|55|65|66|67|77|73
Carles Pérez|Roma FC|Serie A TIM|RW|75|84|75|70|78|28|68
Calero|RCD Espanyol|LaLiga Santander|CB|75|82|68|73|77|52|65
Murilo|Lokomotiv Moscow|League of Russia|CB|75|63|67|72|77|70|76
Max Aarons|Norwich|Premier League|RB|75|77|73|71|78|36|66
Alexis Mac Allister|Brighton|Premier League|CAM|75|82|67|71|74|69|73
Caleb Ekuban|Genoa|Serie A TIM|RM|75|81|63|70|77|71|72
José Juan Macías|Getafe CF|LaLiga Santander|ST|75|79|78|72|75|32|70
Frank Onyeka|Brentford|Premier League|CDM|75|74|62|69|72|73|72
Óscar Rodríguez Arnaiz|Sevilla FC|LaLiga Santander|CAM|75|93|70|65|75|34|74
Bruno Tabata|Sporting CP|Liga Portugal|RW|75|65|69|69|72|74|70
Ruben Vargas|FC Augsburg|Bundesliga|LM|75|57|63|74|75|74|76
Marin Pongračić|Borussia Dortmund|Bundesliga|CB|75|76|71|72|79|42|64
Nacho Vidal|CA Osasuna|LaLiga Santander|RB|75|80|48|65|67|68|72
Mama Baldé|ESTAC Troyes|Ligue 1 Uber Eats|ST|75|61|61|71|74|74|75
Michael Murillo|RSC Anderlecht|1A Pro League|RB|75|59|61|63|67|73|77
Nicolás Domínguez|Bologna|Serie A TIM|CM|75|75|75|68|76|46|74
Takefusa Kubo|RCD Mallorca|LaLiga Santander|RM|75|60|49|71|71|70|73
Yvan Neyou|AS Saint-Étienne|Ligue 1 Uber Eats|CDM|75|68|63|75|77|66|67
Christian Luyindama|Galatasaray|Süper Lig|CB|75|73|55|61|68|75|83
Joe Willock|Newcastle Utd|Premier League|CAM|75|85|73|67|76|35|61
Mergim Berisha|RB Salzburg|Österreichische Fußball-Bundesliga|ST|75|83|67|75|81|66|66
Juan Foyth|Villarreal CF|LaLiga Santander|CB|75|71|66|77|77|65|57
Juan Camilo Hernández|Watford|Premier League|ST|75|57|72|74|71|71|77
Alexandr Sobolev|Spartak Moscow|League of Russia|ST|75|56|75|55|67|28|82
Michel Aebischer|BSC Young Boys|Credit Suisse Super League|CM|75|71|29|50|45|79|71
Habib Maïga|FC Metz|Ligue 1 Uber Eats|CDM|75|75|69|72|73|71|70
Facundo Medina|RC Lens|Ligue 1 Uber Eats|CB|75|68|77|64|75|36|77
Saša Lukić|Torino|Serie A TIM|CM|75|88|65|68|79|48|55
Jean-Philippe Mateta|Crystal Palace|Premier League|ST|75|70|49|62|71|74|78
Eduard Atuesta|LAFC|Major League Soccer|CDM|75|69|52|68|73|74|59
Alberth Elis|Bordeaux|Ligue 1 Uber Eats|ST|75|65|73|72|79|53|64
Fran Beltrán|RC Celta|LaLiga Santander|CM|75|80|40|56|64|74|83
Ghislain Konan|Stade de Reims|Ligue 1 Uber Eats|LB|75|81|70|70|80|35|59
Dylan Bronn|FC Metz|Ligue 1 Uber Eats|CB|75|69|57|75|78|53|62
Pablo Rosario|OGC Nice|Ligue 1 Uber Eats|CDM|75|79|67|70|82|46|56
Christian Fassnacht|BSC Young Boys|Credit Suisse Super League|RM|75|83|71|69|75|40|69
Yoane Wissa|Brentford|Premier League|LM|75|79|79|54|71|31|85
Yan Brice Eteki|Granada CF|LaLiga Santander|CDM|75|62|53|56|57|76|75
Luis Abram|Granada CF|LaLiga Santander|CB|75|85|52|67|72|72|69
Henry Onyekuru|Olympiacos CFP|Hellas Liga|LM|75|71|29|60|67|75|82
Odsonne Edouard|Crystal Palace|Premier League|ST|75|60|56|74|69|74|70
Luis Sinisterra|Feyenoord|Eredivisie|LW|75|81|74|71|74|26|69
Rasmus Kristensen|RB Salzburg|Österreichische Fußball-Bundesliga|RB|75|81|57|67|72|68|75
Rodrigo Aliendro|Colón|Liga Profesional de Fútbol|CM|75|54|62|69|71|76|79
Takehiro Tomiyasu|Arsenal|Premier League|CB|75|69|77|64|75|27|71
Fernando Zampedri|Uni. Católica|CONMEBOL Libertadores|ST|75|66|68|67|69|72|72
Mijo Caktaš|Damac FC|MBS Pro League|CAM|75|67|64|66|70|73|77
Joaquín|R. Valladolid CF|LaLiga SmartBank|CB|75|77|78|75|75|45|56
Amine Harit|FC Schalke 04|Bundesliga 2|LM|75|86|71|67|79|37|55
Jesper Karlsson|AZ|Eredivisie|LW|75|88|74|66|73|46|75
Yann Karamoh|Parma|Calcio B|RM|75|81|73|72|75|42|54
Andraž Šporar|Middlesbrough|EFL Championship|ST|75|94|67|68|79|34|59
Umar Sadiq|UD Almería|LaLiga SmartBank|ST|75|80|74|64|77|44|64
Javi Galán|RC Celta|LaLiga Santander|LB|75|84|52|68|75|68|67
Ayrton|Spartak Moscow|League of Russia|LB|75|73|55|63|68|74|80
Iván Alejo|Cádiz CF|LaLiga Santander|RM|75|88|67|72|76|67|74
Niklas Dorsch|FC Augsburg|Bundesliga|CDM|75|71|41|57|63|76|77
Jamiro Monteiro|Philadelphia|Major League Soccer|CM|75|84|75|73|79|45|55
Duván Vergara|CF Monterrey|LIGA BBVA MX|LW|75|92|70|66|79|34|65
Brian Lozano|Santos Laguna|LIGA BBVA MX|LM|75|76|74|59|75|37|70
Matheus Reis|Sporting CP|Liga Portugal|LB|75|65|71|75|75|71|66
César Montes|CF Monterrey|LIGA BBVA MX|CB|75|57|46|66|60|74|77
Córdoba|Go Ahead Eagles|Eredivisie|LW|75|78|71|73|79|45|72
Rade Krunić|Milan|Serie A TIM|CM|75|56|75|57|76|33|79
Alexander Barboza|Libertad|CONMEBOL Sudamericana|CB|75|92|64|70|73|30|45
Bryan Heynen|KRC Genk|1A Pro League|CM|75|77|60|73|79|72|64
Fali|Cádiz CF|LaLiga Santander|CB|75|73|59|66|75|73|69
Marko Pjaca|Torino|Serie A TIM|LW|75|76|47|65|68|74|74
Waldemar Anton|VfB Stuttgart|Bundesliga|CB|75|78|61|69|73|71|78
Levi García|AEK Athens|Hellas Liga|RW|75|86|75|70|74|67|77
Harold Moukoudi|AS Saint-Étienne|Ligue 1 Uber Eats|CB|75|63|76|56|70|27|84
Dmitriy Barinov|Lokomotiv Moscow|League of Russia|CDM|75|74|71|76|75|57|72
Jeff Reine-Adélaïde|OL|Ligue 1 Uber Eats|CM|75|78|77|76|73|64|71
Simon Deli|Adana Demirspor|Süper Lig|CB|75|87|71|71|76|42|68
Fábio Abreu|Al Batin|MBS Pro League|ST|75|35|49|56|41|76|82
Cristian Roldan|Sounders FC|Major League Soccer|CDM|75|84|73|66|79|36|63
Cyle Larin|Beşiktaş|Süper Lig|ST|75|71|34|55|56|76|77
Takumi Minamino|Liverpool|Premier League|RW|75|66|45|49|60|76|74
Vincent Janssen|CF Monterrey|LIGA BBVA MX|ST|75|86|70|66|78|43|66
Andrei Girotto|FC Nantes|Ligue 1 Uber Eats|CB|75|76|76|66|74|38|72
Hwang Hee Chan|Wolves|Premier League|ST|75|55|55|66|60|75|81
Kaku|Al Taawoun|MBS Pro League|CAM|75|67|43|54|58|76|74
Maximilian Eggestein|SC Freiburg|Bundesliga|CM|75|64|29|61|68|77|73
Mahmoud Hassan|Aston Villa|Premier League|RM|75|91|69|66|77|56|70
Jesús Gallardo|CF Monterrey|LIGA BBVA MX|LB|75|71|64|70|72|72|81
Ainsley Maitland-Niles|Arsenal|Premier League|CDM|75|79|64|68|70|71|73
Todd Cantwell|Norwich|Premier League|LM|75|66|43|61|69|75|82
Cesinha|Daegu FC|K League 1|CAM|75|70|49|63|70|72|84
Anuar|R. Valladolid CF|LaLiga SmartBank|CDM|75|76|60|70|76|72|75
Gyrano Kerk|Lokomotiv Moscow|League of Russia|RW|75|63|62|75|74|72|74
Hernani|Genoa|Serie A TIM|CDM|75|62|46|61|62|76|77
Rolando Mandragora|Torino|Serie A TIM|CM|75|72|49|68|73|71|75
Rúben Lameiras|Vitória SC|Liga Portugal|RW|75|68|61|68|76|73|74
Connor Roberts|Burnley|Premier League|RWB|75|71|68|73|76|72|75
Nemanja Radoja|Levante UD|LaLiga Santander|CM|75|77|63|69|70|71|74
Jorge Rodríguez|Estudiantes|Liga Profesional de Fútbol|CDM|75|51|44|55|54|75|80
Walter Bou|Defensa|CONMEBOL Libertadores|ST|75|77|62|62|70|75|80
Haris Belkebla|Stade Brestois 29|Ligue 1 Uber Eats|CDM|75|72|76|63|73|35|79
Lewis Cook|AFC Bournemouth|EFL Championship|CM|75|72|75|67|70|55|83
Kristoffer Ajer|Brentford|Premier League|CB|75|62|62|72|74|69|70
François Kamano|Lokomotiv Moscow|League of Russia|LW|75|87|68|69|83|41|65
Domingo Blanco|Independiente|CONMEBOL Sudamericana|CM|75|76|71|73|75|64|64
Maxime Lopez|Sassuolo|Serie A TIM|CM|75|80|70|73|77|70|76
Andreas Bouchalakis|Olympiacos CFP|Hellas Liga|CM|75|76|70|73|77|55|66
Vedat Muriqi|Latium|Serie A TIM|ST|75|48|20|50|55|76|82
Stefan Posch|TSG Hoffenheim|Bundesliga|CB|75|61|45|60|59|74|79
Junior Sambia|Montpellier|Ligue 1 Uber Eats|RB|75|68|69|75|76|63|66
Enes Ünal|Getafe CF|LaLiga Santander|ST|75|90|54|67|73|70|66
Franco Cervi|RC Celta|LaLiga Santander|LM|75|54|65|67|61|70|80
Marvelous Nakamba|Aston Villa|Premier League|CDM|75|83|71|71|76|43|68
Andrés Cubas|Nîmes Olympique|Ligue 2 BKT|CDM|75|77|46|67|64|73|74
Ondrej Duda|1. FC Köln|Bundesliga|CAM|75|76|72|73|80|38|59
Aaron Long|Red Bulls|Major League Soccer|CB|75|67|72|75|74|69|70
Arbër Zeneli|Stade de Reims|Ligue 1 Uber Eats|LM|75|74|75|68|72|64|84
Lee Jae Sung|1. FSV Mainz 05|Bundesliga|CM|75|75|59|75|72|70|60
Luciano Acosta|FC Cincinnati|Major League Soccer|CAM|75|80|65|75|80|46|50
Wu Lei|RCD Espanyol|LaLiga Santander|ST|75|69|51|63|56|75|79
Uroš Đurđević|R. Sporting|LaLiga SmartBank|ST|75|75|53|66|64|73|76
Sverrir Ingi Ingason|PAOK|Hellas Liga|CB|75|75|62|68|71|71|86
Pablo Maffeo|RCD Mallorca|LaLiga Santander|RB|75|84|71|70|78|46|55
Jonathan Gradit|RC Lens|Ligue 1 Uber Eats|CB|75|64|53|71|68|76|75
Jaïro Riedewald|Crystal Palace|Premier League|CDM|75|71|56|71|72|75|71
Sebastián Driussi|Austin FC|Major League Soccer|ST|75|69|31|59|68|75|74
Elias Gómez|Argentinos Jrs.|CONMEBOL Libertadores|LB|75|49|78|77|76|58|71
Nikola Vukčević|Levante UD|LaLiga Santander|CM|75|75|71|73|80|45|64
Carlos Fernández|Real Sociedad|LaLiga Santander|ST|75|76|65|75|77|63|65
Serhiy Sydorchuk|Dynamo Kyiv|Ukrayina Liha|CDM|75|63|74|54|73|31|74
Jean-Eudes Aholou|Strasbourg|Ligue 1 Uber Eats|CDM|75|66|56|70|68|76|76
Harry Wilson|Fulham|EFL Championship|CAM|75|80|61|67|70|71|78
Demarai Gray|Everton|Premier League|LW|75|71|63|77|75|64|69
Enner Valencia|Fenerbahçe|Süper Lig|ST|75|72|65|69|74|71|77
Néstor Camacho|Olimpia|CONMEBOL Libertadores|CAM|75|79|75|67|76|32|77
Georges-Kévin Nkoudou|Beşiktaş|Süper Lig|LM|75|56|73|51|68|35|72
Carlos Júnior|Al Shabab|MBS Pro League|RW|75|70|74|74|75|65|66
Rodrigo Battaglia|RCD Mallorca|LaLiga Santander|CM|75|72|69|74|78|44|65
Birger Meling|Stade Rennais FC|Ligue 1 Uber Eats|LB|75|76|65|68|72|72|74
Sebastián Vegas|CF Monterrey|LIGA BBVA MX|CB|75|80|67|72|78|74|77
Alejandro Silva|Olimpia|CONMEBOL Libertadores|RW|75|72|71|72|78|34|68
Zainadine|Marítimo|Liga Portugal|CB|75|83|48|62|70|70|74
Rómulo Otero|Cruz Azul|LIGA BBVA MX|LM|75|64|46|54|61|76|77
Moses Simon|FC Nantes|Ligue 1 Uber Eats|LM|75|81|75|73|77|41|75
Giovanni Simeone|Hellas Verona|Serie A TIM|ST|75|63|72|76|72|70|78
Salih Uçan|Beşiktaş|Süper Lig|CM|75|93|64|69|74|67|83
Wesley Hoedt|RSC Anderlecht|1A Pro League|CB|75|73|70|73|75|68|72
Maximiliano Meza|CF Monterrey|LIGA BBVA MX|RW|75|65|31|56|62|76|72
Gonçalo Paciência|Frankfurt|Bundesliga|ST|75|77|74|57|73|24|73
Álvaro García|Rayo Vallecano|LaLiga Santander|LM|75|74|69|70|73|73|75
Daley Sinkgraven|Leverkusen|Bundesliga|LB|75|74|68|71|82|58|60
Danilo|VfL Bochum|Bundesliga|LB|75|77|60|66|71|71|80
Kenny Tete|Fulham|EFL Championship|RB|75|69|77|74|76|34|57
Silvan Widmer|1. FSV Mainz 05|Bundesliga|RB|75|92|75|63|81|43|73
Maxwel Cornet|Burnley|Premier League|LB|75|84|70|70|81|20|49
Aleksandar Mitrović|Fulham|EFL Championship|ST|75|47|30|55|54|76|74
Deniz Türüç|Başakşehir|Süper Lig|RM|75|75|42|64|71|74|76
Robert Skov|TSG Hoffenheim|Bundesliga|RM|75|65|59|66|63|74|68
Philip Zinckernagel|Nott'm Forest|EFL Championship|RW|75|60|37|49|48|76|78
Cristian Lema|Newell's|CONMEBOL Sudamericana|CB|75|85|65|72|81|64|75
Lucas Janson|Vélez Sarsfield|CONMEBOL Libertadores|LW|75|68|67|75|79|41|58
Lautaro Giannetti|Vélez Sarsfield|CONMEBOL Libertadores|CB|75|84|69|67|76|69|75
Leonardo Sigali|Racing Club|CONMEBOL Libertadores|CB|75|85|71|69|79|52|60
Édson Puch|Uni. Católica|CONMEBOL Libertadores|LW|75|47|41|53|52|76|79
Darío Benedetto|Elche CF|LaLiga Santander|ST|75|56|37|55|55|74|80
Paolo Goltz|Colón|Liga Profesional de Fútbol|CB|75|73|77|72|76|40|68
Postigo|Levante UD|LaLiga Santander|CB|75|68|69|77|77|65|64
William Tesillo|León|LIGA BBVA MX|CB|75|58|59|71|72|76|72
Yimmi Chará|Portland Timbers|Major League Soccer|RM|75|56|57|71|67|74|78
Jefferson Lerma|AFC Bournemouth|EFL Championship|CDM|75|75|72|73|77|65|73
Eduard Sobol|Club Brugge|1A Pro League|LB|75|66|71|76|76|69|69
Éder Balanta|Club Brugge|1A Pro League|CDM|75|57|70|79|74|68|64
Ben Pearson|AFC Bournemouth|EFL Championship|CDM|75|61|66|68|68|71|79
Glen Kamara|Rangers|cinch Premiership|CM|75|52|32|45|51|76|74
Erick Pulgar|Fiorentina|Serie A TIM|CDM|75|67|54|69|75|74|71
Paweł Dawidowicz|Hellas Verona|Serie A TIM|CB|75|67|79|71|76|26|62
Laurent Abergel|FC Lorient|Ligue 1 Uber Eats|CDM|75|72|75|76|78|36|54
